subject_id,organ_area_px,organ_perimeter_px,organ_circularity,burn_area_px,burn_ratio_to_organ,burn_perimeter_px,burn_circularity,burn_mean_v,burn_mean_gray,burn_gradient_corr,burn_v_std,mild_burn_area_px,mild_ratio_in_burn,moderate_burn_area_px,moderate_ratio_in_burn,severe_burn_area_px,severe_ratio_in_burn,residual_tumor_area_px,residual_tumor_ratio_to_organ,residual_tumor_circularity,burn_tumor_centroid_dist_px,burn_organ_centroid_dist_px,tumor_organ_centroid_dist_px
S006,1309002.5,17523.19541668892,0.0535702572163903,470821.5,0.3596796033621021,9048.167730808258,0.0722678051867959,47.83795760663098,37.52580728716975,0.2405855619955538,18.16394253221254,2355.0,0.0050018956228634,150890.0,0.3204823908848682,207916.5,0.441603665083264,25854.0,0.0197509172060404,0.2283118113423383,1096.1373772947286,543.5842843388249,596.1261925176701
S007,1055697.0,7290.905757784843,0.2495664390248718,164156.0,0.1554953741461802,6771.768674731255,0.044984448131584,73.87198676964928,61.96310122296856,0.3092093025090502,18.88665172717812,17487.5,0.1065297643704768,91765.0,0.559010940812398,3328.0,0.0202733984746217,57975.5,0.0549167990436649,0.0889746659329762,379.28111254781766,57.37488388539138,428.2984527310684
S008,1367408.0,9249.724079728128,0.2008400980225753,244648.0,0.1789136819442331,4100.097540140152,0.1828787129444634,57.71984263244831,48.804132729033256,0.3447322487239183,23.015882960797075,20997.5,0.0858273928256106,102162.5,0.4175897616166901,67974.0,0.277844086197312,96990.5,0.0709301832371903,0.27747684256265,1194.768803467137,521.1119241783932,741.381418300594
S009,1909511.5,13131.646199941635,0.1391533915808631,85904.5,0.0449876840228508,2276.648834824562,0.2082733409552536,104.35416306440273,94.41531509723232,-0.3263400930353726,6.11497081143346,15567.5,0.1812186788817815,0.0,0.0,0.0,0.0,633445.5,0.3317317020609721,0.309577531786298,1423.5472115917569,806.7399326131837,642.8444737983567
S010,1820939.0,10181.821620941162,0.2207264066263823,250432.0,0.1375290440811032,8901.456510066986,0.0397171006272661,90.80724789502288,79.35377005537133,0.2362449649230422,21.09537090370796,23440.5,0.093600258752875,48561.5,0.1939109219269103,2018.0,0.0080580756452849,282704.5,0.155252043039333,0.1707859602880347,350.4442905320206,5.341070202612242,345.1847545137808
S011,1683693.5,8875.079416513443,0.2686138511644882,160569.0,0.0953671199657182,3335.994068980217,0.1813096948623758,64.12776731114685,55.3172181990023,0.4750632746520976,31.452073078713607,18857.0,0.1174386089469324,34086.5,0.2122856840361464,64775.5,0.4034122402207151,513433.0,0.3049444569335214,0.2090391134828546,1372.437411044224,756.4963991314638,628.171701305731
S012,1766023.0,7931.959579467773,0.35273230353090573,211105.5,0.1195372313950611,3617.3006381988525,0.20274035485285719,75.05691141245921,63.023929197864994,0.023320078002139373,32.251416829540034,17269.5,0.08180506902946631,47070.5,0.22297145266229446,55383.0,0.2623474992361639,1039132.0,0.5884023028012659,0.15628793701752014,973.7137734175985,800.1625096460521,177.00738615748023
